Id, speed,acceleration,positionY
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0,0,160
1,0.831357752,0,160.3747018
1,1.844562196,0,161.6907518
1,2.882376919,0,164.0348918
1,3.923522281,0,167.418861
1,4.133760645,0,171.4695464
1,4.16221332,0,175.6205167
1,4.166063972,0,179.7850591
1,4.166585101,0,183.9514383
1,4.166655628,0,188.118066
1,4.166665173,0,192.2847274
1,4.166666464,0,196.4513934
1,4.166666639,0,200.6180599
1,3.612428162,0,204.5349254
1,2.936958536,0,207.8242254
1,2.060343277,0,210.3448683
1,1.141076662,0,211.9631017
1,0.216058133,0,212.6585859
1,0.029240295,0,212.7616469
1,0.003957245,0,212.7755947
1,5.36E-04,0,212.7774823
1,7.25E-05,0,212.7777378
1,9.81E-06,0,212.7777724
1,1.33E-06,0,212.777777
1,1.80E-07,0,212.7777777
1,2.43E-08,0,212.7777778
1,3.29E-09,0,212.7777778
1,4.45E-10,0,212.7777778
1,6.03E-11,0,212.7777778
1,8.16E-12,0,212.7777778
1,1.10E-12,0,212.7777778
1,1.49E-13,0,212.7777778
1,1.99E-14,0,212.7777778
1,2.40E-15,0,212.7777778
1,3.72E-17,0,212.7777778
1,-2.83E-16,0,212.7777778
1,-3.26E-16,0,212.7777778
1,-3.32E-16,0,212.7777778
1,-3.33E-16,0,212.7777778
1,0.591195125,0,213.0442358
1,1.311682899,0,213.9800952
1,2.049688856,0,215.6470349
1,2.79006749,0,218.0534157
1,3.530745061,0,221.2003593
1,4.27148341,0,225.0880139
1,5.012231833,0,229.7164129
1,5.75295945,0,235.0855512
1,6.493704572,0,241.1954242
1,7.234453912,0,248.046045
1,7.975181653,0,255.6374054
1,8.715926792,0,263.9695007
1,8.865481009,0,272.7758856
1,8.885720976,0,281.6536088
1,8.888460158,0,290.5409866
1,8.888830867,0,299.429671
1,8.888881036,0,308.3185322
1,8.888887826,0,317.2074173
1,8.888888745,0,326.0963057
1,8.888888869,0,334.9851945
1,8.888888886,0,343.8740834
1,8.888888889,0,352.7629723
1,8.888888889,0,361.6518612
1,8.888888889,0,370.5407501
1,8.888888889,0,379.429639
1,8.888888889,0,388.3185279
1,8.888888889,0,397.2074167
1,8.888888889,0,406.0963056
1,8.888888889,0,414.9851945
1,8.888888889,0,423.8740834
1,8.888888889,0,432.7629723
1,8.888888889,0,441.6518612
1,8.888888889,0,450.5407501
1,8.888888889,0,459.429639
1,8.888888889,0,468.3185279
1,8.888888889,0,477.2074167
1,8.243954799,0,485.8056269
1,7.457951319,0,493.6735769
1,6.65285617,0,500.7439758
1,5.845177243,0,507.0077167
1,5.03714864,0,512.4635672
1,4.229094884,0,517.1113704
1,3.421017402,0,520.951109
1,2.612934861,0,523.982767
1,1.804851634,0,526.2063421
1,0.996768316,0,527.6218338
1,0.188684985,0,528.2292423
1,0.025535742,0,528.3192461
1,0.003455888,0,528.3314268
1,4.68E-04,0,528.3330753
1,6.33E-05,0,528.3332984
1,8.57E-06,0,528.3333286
1,1.16E-06,0,528.3333327
1,1.57E-07,0,528.3333332
1,2.12E-08,0,528.3333333
1,2.87E-09,0,528.3333333
1,3.89E-10,0,528.3333333
1,5.26E-11,0,528.3333333
1,7.12E-12,0,528.3333333
1,9.64E-13,0,528.3333333
1,1.30E-13,0,528.3333333
1,1.74E-14,0,528.3333333
1,2.17E-15,0,528.3333333
1,1.01E-16,0,528.3333333
1,-1.78E-16,0,528.3333333
1,-2.16E-16,0,528.3333333
1,-2.21E-16,0,528.3333333
1,-2.22E-16,0,528.3333333
1,0.426342425,0,528.5254904
1,0.945940682,0,529.2003959
1,1.478137578,0,530.4025234
1,2.012059834,0,532.137888
1,2.546217442,0,534.4073172
1,3.080406901,0,537.2109232
1,3.614578501,0,540.5487113
1,4.148768005,0,544.4206784
1,4.682961781,0,548.8268377
1,5.217156135,0,553.767191
1,5.751328398,0,559.2417288
1,6.285517991,0,565.2504458
1,6.819711779,0,571.793355
1,7.353906135,0,578.8704584
1,7.888100567,0,586.4817561
1,8.422272841,0,594.6272383
1,8.956462436,0,603.3068998
1,9.490656224,0,612.5207535
1,10.02485058,0,622.2688013
1,10.55902284,0,632.5510335
1,11.09321244,0,643.367445
1,11.62740622,0,654.7180487
1,12.16160058,0,666.6028464
1,12.69577284,0,679.0218286
1,13.22996244,0,691.9749902
1,13.76415622,0,705.4623438
1,13.87200815,0,719.2917345
1,13.88660433,0,733.1725712
1,13.88857971,0,747.0603703
1,13.88884705,0,760.9491117
1,13.88888323,0,774.8379807
1,13.88888812,0,788.7268669
1,13.88888879,0,802.6157554
1,13.88888887,0,816.5046442
1,13.88888889,0,830.3935331
1,13.88888889,0,844.282422
1,13.88888889,0,858.1713109
1,13.88888889,0,872.0601998
1,13.47321001,0,885.7617377
1,12.96660779,0,898.9926016
1,12.44770043,0,911.7094206
1,11.92712775,0,923.9063248
1,11.40632969,0,935.5825201
1,10.88550113,0,946.7378989
1,10.36466844,0,957.3724466
1,9.843835198,0,967.4861612
1,9.738680752,0,977.2663936
1,9.724449643,0,986.9964666
1,9.722523671,0,996.7197513
1,9.722263019,0,1006.442117
1,9.722227743,0,1016.164359
1,9.722222969,0,1025.886584
1,9.722222323,0,1035.608806
1,9.722222236,0,1045.331029
1,9.722222224,0,1055.053251
1,9.722222222,0,1064.775473
1,9.722222222,0,1074.497695
1,9.722222222,0,1084.219918
1,9.722222222,0,1093.94214
1,9.722222222,0,1103.664362
1,9.722222222,0,1113.386584
1,8.94628832,0,1122.759085
1,8.000630839,0,1131.252994
1,7.032003765,0,1138.787352
1,6.060268093,0,1145.351203
1,5.088111718,0,1150.943064
1,4.115898408,0,1155.562734
1,3.143677391,0,1159.210186
1,2.171455332,0,1161.885416
1,1.199233132,0,1163.588424
1,0.227010913,0,1164.31921
1,0.030722593,0,1164.427496
1,0.004157852,0,1164.442151
1,5.63E-04,0,1164.444134
1,7.62E-05,0,1164.444402
1,1.03E-05,0,1164.444439
1,1.39E-06,0,1164.444444
1,1.89E-07,0,1164.444444
1,2.55E-08,0,1164.444444
1,3.46E-09,0,1164.444444
1,4.68E-10,0,1164.444444
1,6.33E-11,0,1164.444444
1,8.57E-12,0,1164.444444
1,1.16E-12,0,1164.444444
1,1.57E-13,0,1164.444444
1,2.15E-14,0,1164.444444
1,3.10E-15,0,1164.444444
1,6.11E-16,0,1164.444444
1,2.75E-16,0,1164.444444
1,0.831357752,0,1164.819146
1,1.844562196,0,1166.135196
1,2.882376919,0,1168.479336
1,3.923522281,0,1171.863305
1,4.133760645,0,1175.913991
1,4.16221332,0,1180.064961
1,4.166063972,0,1184.229504
1,4.166585101,0,1188.395883
1,4.166655628,0,1192.56251
1,4.166665173,0,1196.729172
1,4.166666464,0,1200.895838
1,4.166666639,0,1205.062504
1,3.612428162,0,1208.97937
1,2.936958536,0,1212.26867
1,2.060343277,0,1214.789313
1,1.141076662,0,1216.407546
1,0.216058133,0,1217.10303
1,0.029240295,0,1217.206091
1,0.003957245,0,1217.220039
1,5.36E-04,0,1217.221927
1,7.25E-05,0,1217.222182
1,9.81E-06,0,1217.222217
1,1.33E-06,0,1217.222221
1,1.80E-07,0,1217.222222
1,2.43E-08,0,1217.222222
1,3.29E-09,0,1217.222222
1,4.45E-10,0,1217.222222
1,6.03E-11,0,1217.222222
1,8.16E-12,0,1217.222222
1,1.10E-12,0,1217.222222
1,1.50E-13,0,1217.222222
1,2.08E-14,0,1217.222222
1,3.29E-15,0,1217.222222
1,9.25E-16,0,1217.222222
1,6.05E-16,0,1217.222222
1,5.62E-16,0,1217.222222
1,5.56E-16,0,1217.222222
1,5.55E-16,0,1217.222222
1,0.591195125,0,1217.48868
1,1.311682899,0,1218.42454
1,2.049688856,0,1220.091479
1,2.79006749,0,1222.49786
1,3.530745061,0,1225.644804
1,4.27148341,0,1229.532458
1,5.012231833,0,1234.160857
1,5.75295945,0,1239.529996
1,6.493704572,0,1245.639869
1,7.234453912,0,1252.490489
1,7.975181653,0,1260.08185
1,8.715926792,0,1268.413945
1,8.865481009,0,1277.22033
1,8.885720976,0,1286.098053
1,8.888460158,0,1294.985431
1,8.888830867,0,1303.874115
1,8.888881036,0,1312.762977
1,8.888887826,0,1321.651862
1,8.888888745,0,1330.54075
1,8.888888869,0,1339.429639
1,8.888888886,0,1348.318528
1,8.888888889,0,1357.207417
1,8.888888889,0,1366.096306
1,8.888888889,0,1374.985195
1,8.888888889,0,1383.874083
1,8.888888889,0,1392.762972
1,8.888888889,0,1401.651861
1,8.888888889,0,1410.54075
1,8.888888889,0,1419.429639
1,8.888888889,0,1428.318528
1,8.888888889,0,1437.207417
1,8.888888889,0,1446.096306
1,8.888888889,0,1454.985195
1,8.888888889,0,1463.874083
1,8.888888889,0,1472.762972
1,8.888888889,0,1481.651861
1,8.243954799,0,1490.250071
1,7.45795132,0,1498.118021
1,6.65285617,0,1505.18842
1,5.845177244,0,1511.452161
1,5.037148641,0,1516.908012
1,4.229094884,0,1521.555815
1,3.421017403,0,1525.395553
1,2.612934861,0,1528.427211
1,1.804851635,0,1530.650787
1,0.996768316,0,1532.066278
1,0.188684985,0,1532.673687
1,0.025535742,0,1532.763691
1,0.003455888,0,1532.775871
1,4.68E-04,0,1532.77752
1,6.33E-05,0,1532.777743
1,8.57E-06,0,1532.777773
1,1.16E-06,0,1532.777777
1,1.57E-07,0,1532.777778
1,2.12E-08,0,1532.777778
1,2.87E-09,0,1532.777778
1,3.89E-10,0,1532.777778
1,5.26E-11,0,1532.777778
1,7.12E-12,0,1532.777778
1,9.66E-13,0,1532.777778
1,1.32E-13,0,1532.777778
1,1.92E-14,0,1532.777778
1,3.94E-15,0,1532.777778
1,1.88E-15,0,1532.777778
1,1.60E-15,0,1532.777778
1,1.56E-15,0,1532.777778
1,1.56E-15,0,1532.777778
1,1.55E-15,0,1532.777778
1,0.426342425,0,1532.969935
1,0.945940682,0,1533.64484
1,1.478137578,0,1534.846968
1,2.012059834,0,1536.582332
1,2.546217442,0,1538.851762
1,3.080406901,0,1541.655368
1,3.614578502,0,1544.993156
1,4.148768005,0,1548.865123
1,4.682961781,0,1553.271282
1,5.217156135,0,1558.211635
1,5.751328398,0,1563.686173
