Id, speed,acceleration,positionY,Gap,TimeGap,positionY,positionY,
1865965,1.39E-06,0,1124.444436,0.000001112,1.693404635,1375.425,1164.444444,
1865965,1.89E-07,0,1124.444443,1.512E-07,1.756007394,1380.935,1164.444444,
1865965,2.55E-08,0,1124.444444,2.04E-08,1.859099804,1386.195,1164.444444,
1865965,3.46E-09,0,1124.444444,2.768E-09,1.975051975,1391.155,1164.444444,
1865965,4.68E-10,0,1124.444444,3.744E-10,2.106430155,1395.815,1164.444444,
1865965,6.33E-11,0,1124.444444,5.064E-11,2.256532067,1400.175,1164.444444,
1865965,8.57E-12,0,1124.444444,6.856E-12,2.429667519,1404.235,1164.444444,
1865965,1.16E-12,0,1124.444444,9.28E-13,2.631578947,1407.995,1164.444444,
1865965,1.57E-13,0,1124.444444,1.256E-13,2.870090634,1411.455,1164.444444,
1865965,2.15E-14,0,1124.444444,1.72E-14,3.156146179,1414.615,1164.444444,
1865965,3.10E-15,0,1124.444444,2.48E-15,3.639846743,1417.425,1164.444444,
1865965,6.11E-16,0,1124.444444,4.888E-16,4.298642534,1419.835,1164.819146,
1865965,2.75E-16,0,1124.444444,2.2E-16,5.248618785,1421.845,1166.135196,
1865965,0.831357752,0,1124.743495,0.665086202,6.737588652,1423.455,1168.479336,
1865965,1.844562196,0,1125.859252,1.475649757,9.405940594,1424.665,1171.863305,
1865965,2.882376919,0,1127.968717,2.305901535,9.405940594,1425.675,1175.913991,
1865965,3.923522281,0,1131.110989,3.138817825,9.405940594,1426.685,1180.064961,
1865965,4.133760645,0,1134.994356,3.307008516,9.405940594,1427.695,1184.229504,
1865965,4.16221332,0,1139.102435,3.329770656,9.405940594,1428.705,1188.395883,
1865965,4.166063972,0,1143.258433,3.332851178,9.405940594,1429.715,1192.56251,
1865965,4.166585101,0,1147.423285,3.333268081,9.405940594,1430.725,1196.729172,
1865965,4.166655628,0,1151.589656,3.333324502,9.405940594,1431.735,1200.895838,
1865965,4.166665173,0,1155.756276,3.333332138,9.405940594,1432.745,1205.062504,
1865965,4.166666464,0,1159.922935,3.333333171,9.405940594,1433.755,1208.97937,
1865965,4.166666639,0,1164.089601,3.333333311,9.405940594,1434.765,1212.26867,
1865965,3.612428162,0,1168.0569,2.88994253,9.405940594,1435.775,1214.789313,
1865965,2.936958536,0,1171.479729,2.349566829,9.405940594,1436.785,1216.407546,
1865965,2.060343277,0,1174.173632,1.648274622,9.405940594,1437.795,1217.10303,
1865965,1.141076662,0,1175.997507,0.91286133,9.405940594,1438.805,1217.206091,
1865965,0.216058133,0,1176.907122,0.172846506,9.405940594,1439.815,1217.220039,
1865965,0.029240295,0,1177.15877,0.023392236,9.405940594,1440.825,1217.221927,
1865965,0.003957245,0,1177.210819,0.003165796,7.851239669,1441.935,1217.222182,
1865965,5.36E-04,0,1177.220298,0.0004288,6.737588652,1443.245,1217.222217,
1865965,7.25E-05,0,1177.22191,0.000058,5.900621118,1444.755,1217.222221,
1865965,9.81E-06,0,1177.222173,0.000007848,5.248618785,1446.465,1217.222222,
1865965,1.33E-06,0,1177.222215,0.000001064,4.726368159,1448.375,1217.222222,
1865965,1.80E-07,0,1177.222221,0.000000144,4.298642534,1450.485,1217.222222,
1865965,2.43E-08,0,1177.222222,1.944E-08,3.941908714,1452.795,1217.222222,
1865965,3.29E-09,0,1177.222222,2.632E-09,3.639846743,1455.305,1217.222222,
1865965,4.45E-10,0,1177.222222,3.56E-10,3.380782918,1458.015,1217.222222,
1865965,6.03E-11,0,1177.222222,4.824E-11,3.054662379,1460.975,1217.222222,
1865965,8.16E-12,0,1177.222222,6.528E-12,2.785923754,1464.235,1217.222222,
1865965,1.10E-12,0,1177.222222,8.8E-13,2.5606469,1467.795,1217.222222,
1865965,1.50E-13,0,1177.222222,1.2E-13,2.369077307,1471.655,1217.222222,
1865965,2.08E-14,0,1177.222222,1.664E-14,2.204176334,1475.815,1217.222222,
1865965,3.29E-15,0,1177.222222,2.632E-15,2.060737527,1480.275,1217.222222,
1865965,9.25E-16,0,1177.222222,7.4E-16,1.934826884,1485.035,1217.222222,
1865965,6.05E-16,0,1177.222222,4.84E-16,1.823416507,1490.095,1217.222222,
1865965,5.62E-16,0,1177.222222,4.496E-16,1.693404635,1495.505,1217.222222,
1865965,5.56E-16,0,1177.222222,4.448E-16,1.580698835,1501.315,1217.48868,
1865965,5.55E-16,0,1177.222222,4.44E-16,1.482059282,1507.525,1218.42454,
1865965,0.591195125,0,1177.434883,0.4729561,1.395007342,1514.135,1220.091479,
1865965,1.311682899,0,1178.228312,1.049346319,1.317614424,1521.145,1222.49786,
1865965,2.049688856,0,1179.728373,1.639751085,1.248357424,1528.555,1225.644804,
1865965,2.79006749,0,1181.962879,2.232053992,1.264980027,1536.115,1229.532458,
1865965,3.530745061,0,1184.937045,2.824596049,1.282051282,1543.575,1234.160857,
1865965,4.27148341,0,1188.651769,3.417186728,1.299589603,1550.935,1239.529996,
1865965,5.012231833,0,1193.107211,4.009785466,1.317614424,1558.195,1245.639869,
1865965,5.75295945,0,1198.30339,4.60236756,1.336146273,1565.355,1252.490489,
1865965,6.493704572,0,1204.240303,5.194963658,1.355206847,1572.415,1260.08185,
1865965,7.234453912,0,1210.917962,5.78756313,1.374819103,1579.375,1268.413945,
1865965,7.975181653,0,1218.336362,6.380145322,1.415797317,1586.185,1277.22033,
1865965,8.715926792,0,1226.495498,6.972741434,1.459293395,1592.795,1286.098053,
1865965,8.865481009,0,1235.182718,7.092384807,1.505546751,1599.205,1294.985431,
1865965,8.885720976,0,1244.029911,7.108576781,1.554828151,1605.415,1303.874115,
1865965,8.888460158,0,1252.911207,7.110768126,1.607445008,1611.425,1312.762977,
1865965,8.888830867,0,1261.798805,7.111064694,1.663747811,1617.235,1321.651862,
1865965,8.888881036,0,1270.687483,7.111104829,1.724137931,1622.845,1330.54075,
1865965,8.888887826,0,1279.576339,7.111110261,1.789077213,1628.255,1339.429639,
1865965,8.888888745,0,1288.465223,7.111110996,1.896207585,1633.415,1348.318528,
1865965,8.888888869,0,1297.354111,7.111111095,2.016985138,1638.275,1357.207417,
1865965,8.888888886,0,1306.243,7.111111109,2.154195011,1642.835,1366.096306,
1865965,8.888888889,0,1315.131888,7.111111111,2.311435523,1647.095,1374.985195,
1865965,8.888888889,0,1324.020777,7.111111111,2.49343832,1651.055,1383.874083,
1865965,8.888888889,0,1332.909666,7.111111111,2.706552707,1654.715,1392.762972,
1865965,8.888888889,0,1341.798555,7.111111111,2.959501558,1658.075,1401.651861,
1865965,8.888888889,0,1350.687444,7.111111111,3.264604811,1661.135,1410.54075,
1865965,8.888888889,0,1359.576333,7.111111111,3.784860558,1663.845,1419.429639,
1865965,8.888888889,0,1368.465222,7.111111111,4.502369668,1666.155,1428.318528,
1865965,8.888888889,0,1377.354111,7.111111111,5.555555556,1668.065,1437.207417,
1865965,8.888888889,0,1386.242999,7.111111111,7.251908397,1669.575,1446.096306,
1865965,8.888888889,0,1395.131888,7.111111111,10.43956044,1670.685,1454.985195,
1865965,8.888888889,0,1404.020777,7.111111111,10.43956044,1671.595,1463.874083,
1865965,8.888888889,0,1412.909666,7.111111111,10.43956044,1672.505,1472.762972,
1865965,8.888888889,0,1421.798555,7.111111111,10.43956044,1673.415,1481.651861,
1865965,8.888888889,0,1430.687444,7.111111111,10.43956044,1674.325,1490.250071,
1865965,8.888888889,0,1439.576333,7.111111111,10.43956044,1675.235,1498.118021,
1865965,8.243954799,0,1448.23323,6.595163839,10.43956044,1676.145,1505.18842,
1865965,7.45795132,0,1456.256559,5.966361056,10.43956044,1677.055,1511.452161,
1865965,6.65285617,0,1463.509009,5.322284936,10.43956044,1677.965,1516.908012,
1865965,5.845177244,0,1469.96025,4.676141795,10.43956044,1678.875,1521.555815,
1865965,5.037148641,0,1475.604586,4.029718913,10.43956044,1679.785,1525.395553,
1865965,4.229094884,0,1480.44104,3.383275907,10.43956044,1680.695,1528.427211,
1865965,3.421017403,0,1484.469455,2.736813922,10.43956044,1681.605,1530.650787,
1865965,2.612934861,0,1487.689796,2.090347889,10.43956044,1682.515,1532.066278,
1865965,1.804851635,0,1490.102056,1.443881308,10.43956044,1683.425,1532.673687,
1865965,0.996768316,0,1491.706233,0.797414653,10.43956044,1684.335,1532.763691,
1865965,0.188684985,0,1492.502326,0.150947988,10.43956044,1685.245,1532.775871,
1865965,0.025535742,0,1492.722328,0.020428594,8.558558559,1686.255,1532.77752,
1865965,0.003455888,0,1492.767814,0.00276471,7.251908397,1687.465,1532.777743,
1865965,4.68E-04,0,1492.776097,0.0003744,6.291390728,1688.875,1532.777773,
1865965,6.33E-05,0,1492.777505,0.00005064,5.555555556,1690.485,1532.777777,
1865965,8.57E-06,0,1492.777735,0.000006856,4.97382199,1692.295,1532.777778,
1865965,1.16E-06,0,1492.777771,0.000000928,4.502369668,1694.305,1532.777778,
1865965,1.57E-07,0,1492.777777,1.256E-07,4.112554113,1696.515,1532.777778,
1865965,2.12E-08,0,1492.777778,1.696E-08,3.784860558,1698.925,1532.777778,
1865965,2.87E-09,0,1492.777778,2.296E-09,3.505535055,1701.535,1532.777778,
1865965,3.89E-10,0,1492.777778,3.112E-10,3.156146179,1704.395,1532.777778,
1865965,5.26E-11,0,1492.777778,4.208E-11,2.870090634,1707.555,1532.777778,
1865965,7.12E-12,0,1492.777778,5.696E-12,2.631578947,1711.015,1532.777778,
1865965,9.66E-13,0,1492.777778,7.728E-13,2.429667519,1714.775,1532.777778,
1865965,1.32E-13,0,1492.777778,1.056E-13,2.256532067,1718.835,1532.777778,
